id,text,label,score
6299,the nightmare ,positive,0.0
6300,", remote , emotionally distant piece ",positive,0.0
6301,get the impression that writer and director burr steers knows the territory ,positive,0.2263
6302,"fun about this silly , outrageous , ingenious thriller ",positive,0.2023
6303,"the proficient , dull sorvino has no light touch , and rodan is out of his league ",negative,-0.5994
6304,is bright and flashy in all the right ways ,positive,0.4404
6305,sad schlock merchant ,negative,-0.4767
6306,the fun of the movie ,positive,0.5106
6307,inventive ,positive,0.0
6308,a possible argentine american beauty reeks ,positive,0.5859
6309,had to escape from director mark romanek 's self-conscious scrutiny ,positive,0.1779
6310,"it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second ",negative,-0.4895
6311,nutty cliches ,positive,0.0
6312,the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness . ,negative,-0.3818
6313,these jokers are supposed to have pulled off four similar kidnappings before ,positive,0.0
6314,is why anthony hopkins is in it . ,positive,0.0
6315,the slightly flawed ( and fairly unbelievable ) finale ,positive,0.2023
6316,to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything ,negative,-0.296
6317,"those willing to endure its extremely languorous rhythms , waiting for happiness ",positive,0.5574
6318,brainless ,positive,0.0
6319,", sitting through dahmer 's two hours amounts to little more than punishment . ",negative,-0.4964
6320,intolerable levels ,positive,0.0
6321,we get a cinematic postcard that 's superficial and unrealized . ,positive,0.0
6322,carries it to unexpected heights ,positive,0.0
6323,'s anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair ,positive,0.8689
6324,more ridiculous ,negative,-0.4201
6325,resident evil ,negative,-0.6597
6326,ca n't remember a single name responsible for it ,positive,0.3182
6327,"an autopsy , the movie ",positive,0.0
6328,", godard can still be smarter than any 50 other filmmakers still at work . ",positive,0.4588
6329,"the writing is indifferent , and ",negative,-0.2023
6330,knew what the hell was coming next ,negative,-0.6808
6331,watch your merchant ivory productions ,positive,0.0
6332,as a pink slip ,positive,0.0
6333,candid ,positive,0.0
6334,to an aimless hodgepodge ,positive,0.0
6335,buy the soundtrack ,positive,0.0
6336,unaware ,negative,-0.2023
6337,"running on empty , ",negative,-0.2023
6338,it lacks in outright newness ,positive,0.0
6339,the pianist is polanski 's best film . ,positive,0.6369
6340,an unsuccessful attempt at a movie ,negative,-0.3612
6341,should have a stirring time at this beautifully drawn movie . ,positive,0.657
6342,no conversion effort ,negative,-0.296
6343,with so many distracting special effects and visual party tricks ,positive,0.399
6344,succeeds primarily with her typical blend of unsettling atmospherics ,positive,0.4939
6345,"for quality and a nostalgic , twisty yarn that will keep them guessing ",positive,0.0
6346,"is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ",positive,0.7717
6347,", madonna is one helluva singer . ",positive,0.0
6348,toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away . ,positive,0.4201
6349,entertains not so much ,positive,0.5267
6350,limpid and conventional historical fiction ,positive,0.0
6351,finally seem so impersonal or even shallow ,negative,-0.4572
6352,not a word of english ,positive,0.0
6353,"this simple , sweet and romantic comedy ",positive,0.802
6354,would likely be most effective if used as a tool to rally anti-catholic protestors . ,positive,0.5256
6355,", you ca n't help but get caught up in the thrill of the company 's astonishing growth . ",positive,0.7202
6356,this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie . ,positive,0.3612
6357,interminably ,positive,0.0
6358,japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ... ,negative,-0.2516
6359,k-19 : the widowmaker is a great yarn . ,positive,0.6249
6360,how far herzog has fallen ,negative,-0.3612
6361,"is shallow , offensive and redundant , with pitifully few real laughs ",negative,-0.25
6362,ultimately losing cause ,negative,-0.3818
6363,with which it tries to pump life into overworked elements from eastwood 's dirty harry period ,negative,-0.4404
6364,"of cat-and-mouse , three-dimensional characters and believable performances ",positive,0.0
6365,a formula that worked five years ago but has since lost its fizz ,negative,-0.4497
6366,a bad name ,negative,-0.5423
6367,"is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise ",positive,0.5945
6368,", kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again . ",positive,0.8625
6369,a hilarious place to visit ,positive,0.4019
6370,"the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less ",positive,0.3182
6371,both a level of sophisticated intrigue and human-scale characters ,positive,0.5574
6372,it plainly has no business going ,negative,-0.296
6373,"have potential as a cult film , ",positive,0.0
6374,"a terrible movie , just a stultifyingly obvious one ",negative,-0.4767
6375,rooting for the film ,positive,0.0
6376,"contrived as this may sound , mr. rose 's updating works surprisingly well . ",positive,0.5106
6377,israeli/palestinian conflict as ,negative,-0.3182
6378,fails on its own ,negative,-0.4215
6379,offers opportunities for occasional smiles and ,positive,0.6908
6380,have a stirring time at this beautifully drawn movie ,positive,0.657
6381,... wise and elegiac ... ,positive,0.4767
6382,that was a deserved co-winner of the audience award for documentaries at the sundance film festival ,positive,0.7717
6383,"the dramatic scenes are frequently unintentionally funny , ",positive,0.4404
6384,superb ,positive,0.6249
6385,"about compassion , sacrifice , and christian love ",positive,0.802
6386,to rank with its worthy predecessors ,positive,0.4404
6387,a triumph of pure craft and passionate heart ,positive,0.7579
6388,this somewhat tired premise ,negative,-0.3832
6389,updating works surprisingly well ,positive,0.5106
6390,"the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself . ",negative,-0.743
6391,is honestly ,positive,0.4588
6392,"to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",negative,-0.0772
6393,grab your kids and run and then probably call the police ,positive,0.0
6394,usual worst ,negative,-0.6249
6395,languishing on a shelf somewhere ,positive,0.0
6396,'s a mystery how the movie could be released in this condition ,positive,0.0
6397,oppressively ,positive,0.0
6398,"other , better movies ",positive,0.4404
6399,"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",positive,0.0
6400,white 's intermittently wise script ,positive,0.4767
6401,chaos ,negative,-0.5719
6402,the movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing . ,positive,0.6486
6403,a river of sadness that pours into every frame ,negative,-0.4404
6404,they 'll be treated to an impressive and highly entertaining celebration of its sounds . ,positive,0.7574
6405,"see `` simone , '' and consider a dvd rental instead ",positive,0.0
6406,high-concept films ,positive,0.0
6407,"would be great to see this turd squashed under a truck , preferably a semi . ",positive,0.6249
6408,the right stuff for silly summer entertainment ,positive,0.4404
6409,great for the kids ,positive,0.6249
6410,worse than bland ,negative,-0.4767
6411,", one hour photo lives down to its title . ",positive,0.0
6412,offering fine acting moments and ,positive,0.2023
6413,"that is warm , inviting , and surprising ",positive,0.6486
6414,thriller `` new best friend '' ,positive,0.8316
6415,love the opening scenes of a wintry new york city in 1899 . ,positive,0.6369
6416,the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ? ,negative,-0.25
6417,desperate for the evening to end ,negative,-0.3182
6418,up walking out not only satisfied but also somewhat touched ,negative,-0.1695
6419,crucifixion ,positive,0.0
6420,creative energy and wit to entertain all ages ,positive,0.743
6421,has merit and ,positive,0.4215
6422,are what makes it worth the trip to the theater . ,positive,0.2263
6423,brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman ,negative,-0.7184
6424,"to see a feature that concentrates on people , a project in which the script and characters hold sway ",positive,0.0
6425,grade-school audience ,positive,0.0
6426,may have been a good film in `` trouble every day ,positive,0.0516
6427,"whimsicality , narrative discipline ",positive,0.0
6428,of this reactionary thriller ,positive,0.1027
